"";"empresa";"titulo_reclamacao";"status_reclamacao";"tempo_reclamacao";"minutos";"reclamacao_id"
"763";"americanas - Loja Online";"Minha Smart TV até agora não chegou";" Resolvido";"Há 6 dias";8640;725
"764";"americanas - Loja Online";"Fiz compra pelo pix e até agora nada ";" Resolvido";"Há 6 dias";8640;726
"765";"americanas - Loja Online";"ENTREGA ENROLADA";" Resolvido";"Há 6 dias";8640;727
"766";"americanas - Loja Online";"Produto não entregue Americanas Empresas";" Resolvido";"Há 6 dias";8640;728
"767";"americanas - Loja Online";"Impossibilidade de comprar com o AME ao inserir os cupons de vale compra";" Resolvido";"Há 6 dias";8640;729
"768";"americanas - Loja Online";"Americanas vende mesmos modelos de iphone 12 por $800 de diferença.";" Não resolvido";"Há 6 dias";8640;730
"769";"americanas - Loja Online";"COMPRA MAL SUCEDIDA ";" Resolvido";"Há 6 dias";8640;731
"770";"americanas - Loja Online";"Informação [editado_RA]";" Resolvido";"Há 6 dias";8640;732
"771";"americanas - Loja Online";"Entrega atrasada";" Resolvido";"Há 5 dias";7200;733
"772";"americanas - Loja Online";"NÃO CUMPRIMENTO DO PRAZO DE ENTREGA";" Resolvido";"Há 5 dias";7200;734
"773";"americanas - Loja Online";"Cancelamento de conta!";" Resolvido";"Há 5 dias";7200;735
"774";"americanas - Loja Online";"MERCADORIA NAO RECEBIDA";" Resolvido";"Há 5 dias";7200;736
"775";"americanas - Loja Online";"PRODUTO COMPRADO NÃO CHEGOU E A TRANSPORTADORA DIZ QUE ENTREGOU.";" Resolvido";"Há 5 dias";7200;737
"776";"americanas - Loja Online";"Contato impossível ";" Resolvido";"Há 5 dias";7200;738
"777";"americanas - Loja Online";"Atraso na entrega";" Resolvido";"Há 5 dias";7200;739
"778";"americanas - Loja Online";"saiu para entraga";" Resolvido";"Há 5 dias";7200;740
"779";"americanas - Loja Online";"Não me entregaram o meu pedido ";" Resolvido";"Há 5 dias";7200;741
"780";"americanas - Loja Online";"Queria CANCELAR garantia estendida ";" Resolvido";"Há 5 dias";7200;742
"781";"americanas - Loja Online";"É impossível entrar em contato com algum atendente humano para resolver meu problema";" Não resolvido";"Há 2 dias";2880;743
"782";"americanas - Loja Online";"CANCELAR COMPRA E PÉSSIMO ATENDIMENTO!!";" Resolvido";"Há 2 dias";2880;744
"783";"americanas - Loja Online";"Decepção ao comprar site Americanas .com";" Resolvido";"Há 2 dias";2880;745
"784";"americanas - Loja Online";"Estorno não efetuado ";" Não resolvido";"Há 2 dias";2880;746
"785";"americanas - Loja Online";"Atraso na entrega";" Resolvido";"Há 2 dias";2880;747
"786";"americanas - Loja Online";"Pedido cancelado e estorno não realizado";" Resolvido";"Há 3 dias";4320;748
"787";"americanas - Loja Online";"Outra pessoa acessando minhas Informação cadastro ";" Resolvido";"Há 3 dias";4320;749
"788";"americanas - Loja Online";"Exclusão de conta ";" Resolvido";"Há 3 dias";4320;750
"789";"americanas - Loja Online";"CANCELAMENTO INDEVIDO";" Resolvido";"Há 4 dias";5760;751
"790";"americanas - Loja Online";"Smartphone comprado e não recebido";" Resolvido";"Há 5 dias";7200;752
"791";"americanas - Loja Online";"VALE BLOQUEADO";" Resolvido";"Há 1 dia";1440;753
"792";"americanas - Loja Online";"Não consigo finalizar minha conta ";" Resolvido";"Há 1 dia";1440;754
"793";"americanas - Loja Online";"Compra via Pix ";" Resolvido";"Há 1 dia";1440;755
"794";"americanas - Loja Online";"Não consigo localizar minha compra ";" Resolvido";"Há 1 dia";1440;756
"795";"americanas - Loja Online";"Devolucao e estorno";" Resolvido";"Há 1 dia";1440;757
"796";"americanas - Loja Online";"Pedido em atraso";" Não resolvido";"Há 1 dia";1440;758
"797";"americanas - Loja Online";"Problemas na solicitação de troca de endereço e-mail";" Resolvido";"Há 2 dias";2880;759
"798";"americanas - Loja Online";"ENTREGA SUPER ATRASADA";" Resolvido";"Há 2 dias";2880;760
"799";"americanas - Loja Online";"prazo de entrega ";" Resolvido";"Há 2 dias";2880;761
"800";"americanas - Loja Online";"Cancelaram minha troca/devolução.";" Resolvido";"Há 2 dias";2880;762
"811";"Magazine Luiza - Loja Online";"Demora incomum na aprovação do pagamento.";" Resolvido";"Há 7 dias";10080;763
"812";"Magazine Luiza - Loja Online";"Entrega atrasada";" Não resolvido";"Há 7 dias";10080;764
"813";"Magazine Luiza - Loja Online";"DIZENDO QUE FOI FEITA A ENTREGA , MAS NÃO ENTREGOU";" Resolvido";"Há 7 dias";10080;765
"814";"Magazine Luiza - Loja Online";"Não consigo cancelar a compra";" Resolvido";"Há 7 dias";10080;766
"815";"Magazine Luiza - Loja Online";"Atraso no envio do novo produto - 1 mês de espera sem respostas ";" Resolvido";"Há 7 dias";10080;767
"816";"Magazine Luiza - Loja Online";"não dão os pontos TUDO AZUL referente a compra pelo link da parceira (prazo expirado)";" Resolvido";"Há 7 dias";10080;768
"817";"Magazine Luiza - Loja Online";"Entrega incompleta";" Não resolvido";"Há 7 dias";10080;769
"818";"Magazine Luiza - Loja Online";"Pedido sem nota e sem atualização ";" Resolvido";"Há 7 dias";10080;770
"819";"Magazine Luiza - Loja Online";"[editado_RA] PARCEIRO MAGALU";" Não resolvido";"Há 7 dias";10080;771
"820";"Magazine Luiza - Loja Online";"Quero excluir a conta da loja virtual";" Resolvido";"Há 7 dias";10080;772
"821";"Magazine Luiza - Loja Online";"Entrega";" Resolvido";"Há 6 dias";8640;773
"822";"Magazine Luiza - Loja Online";"Ainda não recebi  ";" Não resolvido";"Há 7 dias";10080;774
"823";"Magazine Luiza - Loja Online";"Ocorreu um erro inesperado ";" Resolvido";"Há 7 dias";10080;775
"824";"Magazine Luiza - Loja Online";"Número no magalupay";" Resolvido";"Há 7 dias";10080;776
"825";"Magazine Luiza - Loja Online";"Pedido não entregue, informado que foi entregue";" Não resolvido";"Há 7 dias";10080;777
"826";"Magazine Luiza - Loja Online";"Devolvi um produto e não tive o reembolso do valor pago. ";" Resolvido";"Há 7 dias";10080;778
"828";"Magazine Luiza - Loja Online";"Entrega em atraso";" Resolvido";"Há 7 dias";10080;779
"829";"Magazine Luiza - Loja Online";"SOLICITAÇÃO DE CANCELAMENTO NÃO ATENDIDA E PRODUTO NÃO ENTREGUE";" Resolvido";"Há 7 dias";10080;780
"830";"Magazine Luiza - Loja Online";"Cancelei o Produto antes de ser despachado. Não estornaram o cartão estão realizando cobranças";" Resolvido";"Há 7 dias";10080;781
"831";"Magazine Luiza - Loja Online";"Comprei um notebook que não veio e não me atendem ";" Resolvido";"Há 6 dias";8640;782
"832";"Magazine Luiza - Loja Online";"ENTREGA SUPER ATRASADA";" Resolvido";"Há 6 dias";8640;783
"833";"Magazine Luiza - Loja Online";"Magazine Luiza Retira Rápido não funciona, fui enganado";" Resolvido";"Há 6 dias";8640;784
"834";"Magazine Luiza - Loja Online";"Propaganda enganosa Magazine Luiza ";" Resolvido";"Há 6 dias";8640;785
"835";"Magazine Luiza - Loja Online";"Acesso bloqueado";" Resolvido";"Há 6 dias";8640;786
"836";"Magazine Luiza - Loja Online";"MÁ-FÉ DA EMPRESA- PEDIDO CONVERTIDO EM VALE-COMPRAS SEM ANUÊNCIA, TAMPOUCO COMUNICAÇÃO AO CONSUMIDOR.";" Resolvido";"Há 6 dias";8640;787
"837";"Magazine Luiza - Loja Online";"Produto com defeito";" Resolvido";"Há 6 dias";8640;788
"838";"Magazine Luiza - Loja Online";"Preciso do Estorno ";" Resolvido";"Há 6 dias";8640;789
"839";"Magazine Luiza - Loja Online";"Produto não Entregue";" Resolvido";"Há 6 dias";8640;790
"840";"Magazine Luiza - Loja Online";"Placa potência LTD06";" Resolvido";"Há 6 dias";8640;791
"841";"Magazine Luiza - Loja Online";"Devolução de celular";" Resolvido";"Há 6 dias";8640;792
"842";"Magazine Luiza - Loja Online";"Prezados, boa noite!  Realizei o pedido 1174970374146350 no site do Magazine Luiza e nele consta um jogo de taça de 6 peças. Contudo, uma das seis taças veio quebrada e não localizei no site a possibilidade de troca somente de cancelamento. Gostaria de so";" Resolvido";"Há 6 dias";8640;793
"843";"Magazine Luiza - Loja Online";"Atraso na entrega ";" Resolvido";"Há 6 dias";8640;794
"844";"Magazine Luiza - Loja Online";"Conta no app bloqueado ";" Não resolvido";"Há 6 dias";8640;795
"845";"Magazine Luiza - Loja Online";"NÃO CONSIGO REAVER DINHEIRO DE PRODUTO NÃO ENTREGUE";" Resolvido";"Há 6 dias";8640;796
"846";"Magazine Luiza - Loja Online";"Produto entregue não é o mesmo que foi comprado";" Resolvido";"Há 6 dias";8640;797
"847";"Magazine Luiza - Loja Online";"Entregaram para outra pessoa";" Resolvido";"Há 6 dias";8640;798
"848";"Magazine Luiza - Loja Online";"Não recebi meu produto";" Resolvido";"Há 6 dias";8640;799
"849";"Magazine Luiza - Loja Online";"Cadeira gamer Reclinável Strike Healer Pink/Preto";" Resolvido";"Há 6 dias";8640;800
"850";"Magazine Luiza - Loja Online";"Estorno confuso sem garantia.";" Resolvido";"Há 6 dias";8640;801
"860";"Magazine Luiza - Loja Online";"Desrespeito";" Resolvido";"Há 6 dias";8640;802
"861";"Magazine Luiza - Loja Online";"Cancelamento de produto sem reembolso!";" Resolvido";"Há 5 dias";7200;803
"862";"Magazine Luiza - Loja Online";"Cancelei um pedido e não fui estornado no cartão!";" Resolvido";"Há 5 dias";7200;804
"863";"Magazine Luiza - Loja Online";"Problema na entrega dos pedidos";" Resolvido";"Há 5 dias";7200;805
"864";"Magazine Luiza - Loja Online";"atraso na entrega ";" Resolvido";"Há 5 dias";7200;806
"865";"Magazine Luiza - Loja Online";"Não recebi presente dos site quero de casamento - MAGALU ";" Resolvido";"Há 5 dias";7200;807
"866";"Magazine Luiza - Loja Online";"Demora no retorno da devolução do produto";" Resolvido";"Há 5 dias";7200;808
"867";"Magazine Luiza - Loja Online";"Pedido consta como entregue mas não foi entregue ";" Resolvido";"Há 5 dias";7200;809
"868";"Magazine Luiza - Loja Online";"Pedido cancelado e valor pago não devolvido ";" Resolvido";"Há 5 dias";7200;810
"869";"Magazine Luiza - Loja Online";"Mesa de manicure errada";" Resolvido";"Há 6 dias";8640;811
"871";"Magazine Luiza - Loja Online";"Não permitem alteração no cadastro ";" Resolvido";"Há 5 dias";7200;812
"872";"Magazine Luiza - Loja Online";"Demora no processo de cancelamento.";" Resolvido";"Há 5 dias";7200;813
"873";"Magazine Luiza - Loja Online";"Patinete com defeito ";" Resolvido";"Há 5 dias";7200;814
"874";"Magazine Luiza - Loja Online";"Magalu não quer fazer a troca!";" Resolvido";"Há 5 dias";7200;815
"875";"Magazine Luiza - Loja Online";"Compra não disponível após duas horas da confirmação do pagamento";" Resolvido";"Há 5 dias";7200;816
"876";"Magazine Luiza - Loja Online";"Produto não entregue";" Resolvido";"Há 5 dias";7200;817
"877";"Magazine Luiza - Loja Online";"Não consigo efetuar a compra";" Resolvido";"Há 5 dias";7200;818
"878";"Magazine Luiza - Loja Online";"Má qualidade de torneira da marca Nell";" Resolvido";"Há 5 dias";7200;819
"879";"Magazine Luiza - Loja Online";"Entrega atrasada/ Descaso ";" Não resolvido";"Há 5 dias";7200;820
"880";"Magazine Luiza - Loja Online";"Pedido recebido com item faltante";" Resolvido";"Há 5 dias";7200;821
"881";"Magazine Luiza - Loja Online";"Prazo de entrega enganoso";" Não resolvido";"Há 4 dias";5760;822
"882";"Magazine Luiza - Loja Online";"Cancelei o pedido de uma Grill e não fizeram o reembolso ";" Resolvido";"Há 4 dias";5760;823
"883";"Magazine Luiza - Loja Online";"Cancelar o cancelamento ";" Resolvido";"Há 4 dias";5760;824
"884";"Magazine Luiza - Loja Online";"Pedido extraviado ";" Resolvido";"Há 4 dias";5760;825
"885";"Magazine Luiza - Loja Online";"ENTREGA ATRASADA ";" Resolvido";"Há 4 dias";5760;826
"886";"Magazine Luiza - Loja Online";"Promecas ";" Resolvido";"Há 5 dias";7200;827
"887";"Magazine Luiza - Loja Online";"Falso anúncio, falta de respeito com o consumidor ";" Resolvido";"Há 5 dias";7200;828
"888";"Magazine Luiza - Loja Online";"NÃO ENTREGARAM MEU PRODUTO E FALARAM QUE ENTREGARAM.";" Resolvido";"Há 5 dias";7200;829
"889";"Magazine Luiza - Loja Online";"Mensagem enganosa do prazo de entrega ";" Resolvido";"Há 5 dias";7200;830
"890";"Magazine Luiza - Loja Online";"Não recebi o produto, empresa não responde mais os emails";" Resolvido";"Há 5 dias";7200;831
"891";"Magazine Luiza - Loja Online";"Estorno não relizado";" Resolvido";"Há 8 horas";480;832
"892";"Magazine Luiza - Loja Online";"Falta de compromisso com o que fala";" Resolvido";"Há 1 dia";1440;833
"893";"Magazine Luiza - Loja Online";"Comprei telefone sem fio com 3 aparelhos ";" Não resolvido";"Há 2 dias";2880;834
"894";"Magazine Luiza - Loja Online";"Compra cancelada e mesmo assim entregue";" Resolvido";"Há 2 dias";2880;835
"895";"Magazine Luiza - Loja Online";"sem resposta";" Não resolvido";"Há 2 dias";2880;836
"896";"Magazine Luiza - Loja Online";"Cancelaram o pedido pois não tem o produto, mas continua vendendo o produto no site";" Resolvido";"Há 3 dias";4320;837
"897";"Magazine Luiza - Loja Online";"DIVERGÊNCIA DE INFORMAÇÕES";" Resolvido";"Há 3 dias";4320;838
"898";"Magazine Luiza - Loja Online";"Pedido entregue, mas não recebido";" Resolvido";"Há 3 dias";4320;839
"899";"Magazine Luiza - Loja Online";"Nao consigo emitir nota fiscal";" Resolvido";"Há 3 dias";4320;840
"900";"Magazine Luiza - Loja Online";"NÃO CONSIGO ME CADASTRAR NO APLICATIVO ";" Resolvido";"Há 3 dias";4320;841
